2018/3/8,2018/3/24,2018/4/9,2018/4/25,2018/5/11,2018/6/12,2018/7/11,2018/8/31,2018/9/13,2018/10/2,2018/10/18,2018/11/3,2018/11/19,2018/12/1,2019/1/6,2019/2/7,2019/2/19,2019/3/11,2019/3/27,2019/4/25,2019/4/28,2019/5/10,2019/6/10,2019/6/26,2019/7/12,2019/8/14,2019/8/29,2019/9/27,2019/10/9,2019/11/17,2019/12/3,2020/1/13,2020/2/5,2020/2/21,2020/3/24,2020/4/9,2020/5/11,2020/6/12,2020/7/14,2020/7/30,2020/8/15,2020/9/16,2020/10/11,2020/10/18,2020/11/3,2020/11/19,2020/12/5,2020/12/21,2021/1/6,2021/2/8,2021/2/23,2021/3/11,2021/4/12,2021/4/28,label,index
0.996517525,0.539415167,0.439572757,0.341103025,0.2036202191999998,-1.916547618,-6.576527561,-6.055358361,1.208250400699999,2.190675274070001,1.7252067729099991,1.4361420040700006,1.215378405,0.7801872222199995,0.5864153922700002,-1.121549545,-0.13099748,0.389814093,1.00790903,2.8441686449200003,0.302843509,1.191235925,3.322406603,1.7634661978099997,1.3016938642000009,0.4827399643500003,-0.144053015,-0.174524507,-0.458567502,-5.461811764,-2.828688237,-5.539493255,-1.098198434,0.072143198,2.900165142,2.7134582814800003,6.826151973,1.872740715,-4.378150536,-0.699514904,1.277422493,3.650167245,-2.304883167,-1.195501447,-3.029933662,-3.085927475,-2.724695737,-1.962676246,-0.906356017,1.408227286269999,1.2299043345700005,1.10444196,0.1880415545399998,-0.854907167,12,440303_045059
0.485376448,0.3421086574629999,0.4767098128060001,0.681936216,0.773582409,-0.827852322,-6.242957461,-7.376537831,0.9748926982999996,1.946397534,1.6380103138499995,1.486041771,1.3606828575600003,0.898195979,0.5061811626499999,-1.344331006,-0.06326585,0.589747418,1.167280308,3.035295759,0.310647891,1.179383241,2.85316363,1.3986356942099991,1.016575466,0.3567763876400001,0.067925076,0.4835270170100001,-0.293114494,-5.8392466,-2.890565386,-4.712930367,-1.250747336,-0.301010897,2.2071938283399994,2.538932671,6.721296611950001,2.130744797,-4.1267986,-0.665951604,1.3327984134599995,4.347356887,-1.783605121,-1.177836833,-3.175835916,-3.367607416,-2.953199551,-1.946114884,-0.535816237,2.22351106,1.012416409,0.5921664835999998,-0.800271783,-1.137262647,12,440303_045060
1.053865533,0.556231785,0.4701516866900002,0.3869029359499998,0.237203434,-1.976113285,-6.538280988,-5.662131916,1.1948579206000003,2.1399089121599992,1.691229892,1.4095840523500005,1.1702797963199996,0.7192862223200001,0.280298889,-1.166226389,-0.042606986,0.760733826,1.547950917,3.628436822,0.3158293593599999,1.0829573146799998,2.306330609,1.3425213780099998,1.1274248154499995,0.5190072636600007,-0.143342602,-0.305443229,-0.511955402,-5.231415715,-2.591699684,-5.398797828,-1.385995596,-0.100672323,2.8287955500500006,2.820836218,7.151777049350001,1.824406357,-4.49179622,-0.715479437,1.1947987121300003,3.4425370773799995,-2.145766616,-1.139981618,-2.955994789,-3.103292551,-2.79383409,-2.015052857,-0.91143021,1.4661104808299994,1.2630055369599995,1.126373495,0.1641833302900002,-0.866427435,12,440303_045114
0.682971028,0.004454918,-0.166784705,-0.131185781,-0.017034765,-1.367123884,-5.147259293,-6.220441836,0.98051743,1.925405253,1.5810186917500006,1.401094229,1.3260378137400002,0.9945041119599995,1.603697533,-0.952598373,-0.013635778,0.6745658197800002,1.057607698,2.118576122,0.1885090146969999,0.7278215548710001,2.59492759,1.7897090388400003,1.4328578601599995,0.3248509112300004,-0.656504242,-1.583397629,-0.973577141,-6.1188438,-2.328013236,-2.64323302,-0.323538236,0.2527911688699999,2.6549330402499995,2.31134516,5.471851093910001,0.8150668569200001,-3.953984683,-0.410730318,1.557912029,4.285342961,-2.174296646,-1.227416203,-3.165016681,-3.242384728,-2.820179432,-1.958895279,-0.82407992,1.5900188599699998,1.2549994675200011,1.105576666,-0.033872198,-1.092641033,12,440303_045152
0.594540551,0.1327583200779999,0.113632685,0.255928858,0.4010141629199999,-1.037085422,-5.988289647,-7.061752895,0.9828195974999988,1.9142991150300013,1.572635727889999,1.4131387473800006,1.3286604110299995,0.93532951,0.9790082165800004,-1.151551316,-0.020136148,0.9069321189000004,1.717363437,3.816174631,0.313589473,1.0181911070900005,1.8628484334699995,1.1708407557900005,1.0041350107699998,-0.176985795,-0.832120354,-1.799307222,-0.832660679,-4.399031372,-2.083158028,-4.258021045,-0.254831576,0.54023719,2.7719441914300003,2.029349869,4.708586274,0.8594140099600001,-3.829053936,-0.423872491,1.361962449,3.261883792,-2.437722529,-1.175550619,-2.957353847,-2.993671197,-2.561849368,-1.701591578,-0.607734588,1.930509776460001,1.5104794950900002,1.513517393,1.0777273349499996,-0.627040275,12,440303_045201
0.610845059,0.148215497,0.084180853,0.1744286536239999,0.303103874,-0.971584385,-5.530495526,-6.701455504,0.9995069256000004,1.9373470097900007,1.5973742165899996,1.4487550453800004,1.3980305838599998,1.038589983,1.3925474584899995,-1.344256383,-0.106532182,0.597350085,1.107307555,2.416003697,0.22119095,0.8461253910940001,2.819435535,1.8709459099400003,1.4616072936400002,0.2273082583999999,-0.686312062,-1.628807758,-0.930472866,-5.052936848,-1.949449688,-3.623283702,-0.609579207,0.3210304635199996,2.6945219402700005,1.922423886,4.424983506,1.4651678959099996,-3.382285095,-0.316695185,1.5332051743589998,3.720489115,-2.507325392,-1.257846741,-3.156800938,-3.151485249,-2.684995908,-1.813956745,-0.660427328,2.0937260659199994,1.5238284113300002,1.4422012682799998,0.8072565776400005,-0.772939129,12,440303_045202
0.789056698,0.421796782,0.4350244869199999,0.522257551,0.5288263904199999,-1.300005986,-6.15253352,-6.289612005,1.1934554767900014,2.275854452439999,1.8649297033300003,1.5787749069299997,1.3472929905300002,0.8909414173000001,0.086578339,-2.659969283,-0.192176841,0.8817137230599998,1.621832469,3.466512246,0.2991474479499998,1.0556408277300002,2.692371408,1.7198582129900002,1.4118043580300004,0.26561025,-0.599006287,-1.146117836,-0.576068768,-3.375226703,-1.765750557,-5.711304539,-1.357141342,0.1081720388900002,2.6640646238000003,2.232028279,5.476268459217001,1.7080789010899995,-3.509601428,-0.437194037,1.2723682264300002,2.805322181,-2.856690067,-1.245413628,-2.980948675,-2.838602216,-2.358036468,-1.60084169,-0.636401248,1.7817677201400004,1.501976076,1.546549464,0.810966208,-1.075326717,12,440303_045251
0.277770343,0.1393669443019999,0.167526617,0.2491361823369999,0.244132824,-1.923564598,-7.08987739,-7.443052024,1.192000233,2.3566812391000003,2.023564337,1.841921610360001,1.700546567,1.2130838175799994,1.809677376,-1.195720764,-0.04598812,0.905390851,1.599822172,3.150359532,0.227228326,0.684868502,1.5193771369900002,1.4291520768599997,1.379781158,0.5118649996600002,-0.354132231,-0.623873945,-0.555572818,-5.30188135,-2.668906352,-3.846914028,-0.200440364,0.2312271086399997,2.508103356,2.494635913,6.360826929,1.027519862,-5.566490091,-1.14354418,0.985844526,3.367515781,-2.357670847,-1.178708639,-2.938934401,-2.934304114,-2.531521926,-1.750185834,-0.674305765,2.2377705291599987,1.708650016480001,1.4202904941199996,-0.252206851,-1.296819863,12,440303_045613
0.907452235,0.374750376,0.30770319,0.2678588132799999,0.092453801,-2.65666437,-7.164242818,-6.385177349,0.9413650378000008,2.1691108320999994,2.192628104,2.2106548643500004,2.0854252418500003,1.4478830699099996,1.9052842556000005,-1.884477512,-0.234825596,0.6156250936299998,1.2257847965800002,2.10745849,0.1133540981369999,0.2592977396980001,1.066889224,1.6986101268099998,1.739161835,0.6496623619399999,-0.543233737,-0.966006566,-0.560731552,-4.775590397,-2.355391221,-2.624406574,0.2852537721599999,0.3771232936499995,1.885154982,1.6994239316000002,4.850552435,0.6612221407200001,-5.284339215,-0.745780568,1.3038771569399998,3.1033006056800003,-2.363034975,-1.02541495,-2.408500356,-2.349542022,-2.152792911,-1.674189351,-0.763640089,2.426272061,2.056908676,1.850902884,0.4594624066600001,-1.040050777,12,440303_045703
0.132521951,0.1046371633409999,0.203576836,0.3171504553729999,0.2682276337539999,-1.959756394,-6.464719861,-6.725047802,0.647961338,1.7126178010999986,1.8602164887700017,1.9810447175899988,1.9309082940100009,1.3470701093999995,2.002652056,-0.876168803,0.033261574,0.6397351607299999,0.8369290140499999,1.2896651619130002,0.068413295,0.161092758,0.835428747,1.250160252,1.271067942,0.936740698,-0.027455869,-0.209317893,-0.411471954,-4.893686832,-2.467568087,-2.982175034,0.079968291,0.3171402472000002,1.9611135513499995,1.753285538,4.894699924,1.269148795,-4.278692103,-0.507489335,1.5393203,3.448264538,-3.0346607,-1.26934113,-2.865094598,-2.543169498,-2.04127039,-1.379369427,-0.540064437,1.8219828464399992,1.510822965,1.4286231531600002,0.5608102229899998,-0.786161953,12,440303_045741
-0.175889861,-0.090726259,-0.000921484,0.133515924,0.115346967,-2.183076324,-6.63284218,-7.068991997,1.1055475681000004,2.245583859,1.9626235794999989,1.8300396237800007,1.7718724824399992,1.3516264501800004,2.5881002152299994,-1.077796763,-0.177327615,0.5372308752700001,1.1904887143900005,2.608069311,0.211718144,0.694490217,1.5655122548499998,1.1471062673800003,0.9246914415500004,-0.312026324,-0.477128284,-0.453050567,-0.353699284,-4.405583199,-2.388480835,-3.396747939,-0.019314076,0.278230937,2.033547985,1.9302772529500003,4.990462582,0.6234495497199997,-4.48264662,-0.613050599,1.304662215,3.446426633,-2.224768554,-1.086719598,-2.666258235,-2.629231139,-2.252473124,-1.508323932,-0.485564473,1.9396694522000004,1.3405284035799996,1.2319053132600004,0.3913913928499992,-0.876820373,12,440303_045786
-0.183000882,-0.056842759,0.093018555,0.270316067,0.246079448,-2.014931624,-6.358018552,-6.839178238,0.8738890064999989,1.827071335,1.6673019878000002,1.6429257617200008,1.6472627319599995,1.2695809011400003,2.551145331,-0.844031014,-0.039809263,1.022815371,1.847528261,3.426717491,0.209049985,0.502773323,0.4482525751200001,0.8528766497199998,0.9148744215900004,-0.204476098,-0.513717275,-0.465854097,-0.262613311,-4.063852721,-2.489924437,-3.885907538,-0.08689194,0.3085185813899995,2.0241621801400003,1.768393534,4.659259105,0.7463421502500001,-4.529829318,-0.586068797,1.4317246421900005,3.561260778,-2.485990086,-1.149207466,-2.73585623,-2.599223267,-2.171395913,-1.449874835,-0.499206472,1.8766971744700007,1.446084097489999,1.4645522467600005,1.0700345534600002,-0.605588509,12,440303_045823
